sector,variable,count,mean,std,min,25%,50%,75%,max
All,rating,2151.0,47.03497803357186,22.974587987003183,0.0,30.01121284021581,46.69367777855484,63.412936062633115,100.0
All,rating_resource_use,2151.0,55.714321711503125,27.907478059506577,0.0,35.71569247700505,56.91257438318848,77.3254389921342,100.0
All,rating_innovation,2151.0,38.3556343556406,27.429034904204467,0.0,15.33111282510465,36.597686833844136,57.86924369680536,100.0
All,ln_scope12,1892.0,9.980570974769691,3.06733514755536,0.4164393577042968,7.890790144699567,9.88225600456402,12.03845204443609,20.78399126521811
All,ln_scope3,1831.0,13.191669847053893,3.1397633214074716,4.859552820945748,10.931651161689864,13.162481995674572,15.318518721913371,26.11156569641939
All,ln_scope12_per_revenue,1593.0,-11.225088642767412,2.1992117517017657,-18.998566818376485,-12.674682512773911,-11.115025731597497,-9.700278930413418,-4.40138627913514
All,ln_scope12_per_assets,1892.0,-12.004977847635988,2.7385223666218343,-23.654428210299923,-13.87481872799492,-12.012174055520983,-10.155805904039337,-3.469749043429165
All,ln_mcap,2151.0,21.347538851015095,1.7216303030403954,15.802153953062597,20.237438780876502,21.342948910018432,22.478337900544872,26.91741260346435
All,ln_assets,2151.0,21.87402264762844,2.0161072571242284,14.81526078294014,20.488231116070736,21.88756212123962,23.225000789285378,28.0256023270021
All,roa,2151.0,0.031604973474147105,0.1243561288820549,-0.3829581326199861,-0.05293799748229925,0.0331881827836802,0.11475638603211916,0.5173043028527142
All,leverage,2151.0,0.2566268204592787,0.1757326174835775,0.0,0.12379610889302195,0.2436562422339946,0.37971162378576656,0.8487906852983415
All,firm_age,2039.0,42.737126042177536,27.846374255104596,0.0,20.0,40.0,62.0,148.0
All,free_float,2151.0,65.31940528408643,24.983794479403517,0.0,48.447552934460845,67.05653614239698,86.01523729086787,100.0
All,reporting_scope,1867.0,94.96864380055827,12.177883898703515,5.0,100.0,100.0,100.0,100.0
All,waste_recycled_rate,1533.0,0.6843740275205027,0.21646257329777352,0.0156319165103487,0.5398269744344129,0.7215218448052162,0.8648910999965898,0.9989705877498292
Academic & Educational Services,rating,5.0,40.79066427171255,23.27754770789605,3.772309371929726,31.674590116869037,54.47397374520709,56.74700063393114,57.285447490625785
Academic & Educational Services,ln_scope12,4.0,9.322778890849552,4.586625973532197,3.703104907766058,6.64057862294039,9.825067165410864,12.507267433320028,13.93787632481042
Academic & Educational Services,ln_scope12_per_revenue,4.0,-11.893255080200218,2.618230633676504,-14.95923499235382,-13.430165614238152,-11.848972889141429,-10.312062355103496,-8.915839550164193
Academic & Educational Services,ln_assets,5.0,21.291810140463525,1.8784759093348935,18.303959913569447,21.06144083038209,21.305829719411665,22.874900433490904,22.91291980546353
Basic Materials,rating,162.0,45.85144659010983,24.80801076337841,0.0,28.04956772684301,42.42341522183929,65.6531799234835,99.46348319282644
Basic Materials,ln_scope12,147.0,10.09707895399714,3.058696347681232,2.764813253664549,7.897933892303795,10.098607037013332,11.985325401057397,18.099181254608123
Basic Materials,ln_scope12_per_revenue,135.0,-11.120068863536785,2.3587588809403,-17.740595237242005,-12.720335333120378,-10.96207862593945,-9.585111060304081,-4.40138627913514
Basic Materials,ln_assets,162.0,21.806144577715514,1.995789131300142,17.251996777384765,20.42115263654166,21.932558618197316,23.116636926458817,27.20935058178809
Consumer Cyclicals,rating,317.0,47.39627574734695,22.86709070621634,0.0,29.81592583328048,47.73674180007025,65.14658546649083,100.0
Consumer Cyclicals,ln_scope12,274.0,10.18166427314356,3.100974252120766,1.3771182509539202,8.334223227765815,9.98912333651121,12.262733516701436,19.48475535863745
Consumer Cyclicals,ln_scope12_per_revenue,246.0,-11.12791040802596,1.9736580716541712,-16.17239161358716,-12.60726704930661,-11.05880593760762,-9.886705915904308,-5.219051643067245
Consumer Cyclicals,ln_assets,317.0,21.928713920709534,2.197750846855712,15.51441367459125,20.45278299632177,21.797800819307504,23.361968105055013,27.71673042375853
Consumer Non-Cyclicals,rating,124.0,49.13091026733586,24.810401541283177,0.0,30.734951346732093,49.592464946725265,67.52820873779919,100.0
Consumer Non-Cyclicals,ln_scope12,111.0,10.352571759920364,3.1021870219236516,2.3552502993270474,8.524914273134575,10.082893984220908,12.18478794949593,20.692780454387684
Consumer Non-Cyclicals,ln_scope12_per_revenue,96.0,-10.988730974000395,1.8675485062483808,-16.808489829765172,-12.079485831951763,-10.936032655742824,-9.714809419675172,-5.063855789547897
Consumer Non-Cyclicals,ln_assets,124.0,21.844806457806946,2.0456123491961002,17.142544446761605,20.287726383333315,21.93380468197246,23.017996433671534,27.008048808543094
Energy,rating,69.0,49.38418869711492,23.06301159135942,0.0,30.16421947885322,52.470163715001824,63.36917945818159,100.0
Energy,ln_scope12,62.0,9.548641790427887,3.1198408063607497,3.202607657417942,7.402645756878908,9.627059658965027,11.951522760385759,16.73752314114498
Energy,ln_scope12_per_revenue,52.0,-11.309834168366447,2.2870315239818724,-15.19665697671801,-12.724387227726108,-11.611414964368489,-10.339568507155377,-6.338719401857372
Energy,ln_assets,69.0,21.986002675509358,1.7047010868599823,16.911498178749437,20.87479972591228,22.041332271537375,23.19696454782344,26.31288777897182
Financials,rating,456.0,48.86867370944214,22.0910289022625,0.6710797303049567,31.804332013257792,49.51955146356516,64.07903618900758,100.0
Financials,ln_scope12,418.0,9.916091166951075,2.9426207976086727,2.370841332759909,7.89832627748319,9.752407877295134,11.923511429403916,18.19386227810265
Financials,ln_scope12_per_revenue,346.0,-11.292748343636037,2.081366713710604,-16.344440720082712,-12.667328982561116,-11.252441265078598,-9.84433057080871,-4.961280075209268
Financials,ln_assets,456.0,21.974523147679978,1.890987877906252,17.627378756690074,20.67909639842407,21.906336419641754,23.254086462470607,28.0256023270021
